Week End Date,Major Department Name,UPC,Product Name,Store Number,Store Name,Address,City,Province,Postal Code,Dollar Sales,Unit Sales,Promotion Type Code,Promotion Type Name
2023-08-02,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620001,Store 2620001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-02,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312015,Store 2312015,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-07-31,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620059,Store 2620059,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-16,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1979001,Store 1979001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-16,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1979002,Store 1979002,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-16,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312015,Store 2312015,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-16,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,985001,Store 985001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-16,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620059,Store 2620059,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-08-14,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,985021,Store 985021,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-08-14,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620022,Store 2620022,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-08-14,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620001,Store 2620001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-08-14,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620021,Store 2620021,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-08-14,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312012,Store 2312012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-30,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312001,Store 2312001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-30,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1496009,Store 1496009,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-30,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620021,Store 2620021,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-30,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1979001,Store 1979001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-30,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312015,Store 2312015,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-30,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2214007,Store 2214007,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620059,Store 2620059,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2214003,Store 2214003,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620022,Store 2620022,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620001,Store 2620001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1496009,Store 1496009,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2645010,Store 2645010,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,389003,Store 389003,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1979002,Store 1979002,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620021,Store 2620021,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-09-11,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1496009,Store 1496009,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-09-11,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1979001,Store 1979001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-09-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1496009,Store 1496009,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-09-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,985020,Store 985020,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-09-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620059,Store 2620059,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2214003,Store 2214003,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2645010,Store 2645010,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,985001,Store 985001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-09-25,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,985001,Store 985001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-10-11,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2214007,Store 2214007,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-10-11,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1979002,Store 1979002,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-10-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,985001,Store 985001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-10-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312015,Store 2312015,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-15,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620059,Store 2620059,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-15,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1979001,Store 1979001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-15,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620021,Store 2620021,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-11-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620022,Store 2620022,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-22,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312015,Store 2312015,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-22,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1496009,Store 1496009,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-29,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312015,Store 2312015,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-29,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1496009,Store 1496009,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-29,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620021,Store 2620021,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-29,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620018,Store 2620018,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-11-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,985021,Store 985021,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2645010,Store 2645010,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1979001,Store 1979001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2214007,Store 2214007,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-12-04,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312001,Store 2312001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-12-04,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312015,Store 2312015,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-20,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1979002,Store 1979002,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,985001,Store 985001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312001,Store 2312001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2312012,Store 2312012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2214007,Store 2214007,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2620018,Store 2620018,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-01-03,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142005,Store 2142005,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-01-03,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142070,Store 2142070,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-01-03,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691012,Store 1691012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2025-01-08,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2025-01-15,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142005,Store 2142005,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-01-24,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-01-31,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691012,Store 1691012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-01-31,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142006,Store 2142006,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-01-31,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-01-31,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142070,Store 2142070,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-02-07,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691001,Store 1691001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-03-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691012,Store 1691012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-03-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691001,Store 1691001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-03-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-03-20,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142004,Store 2142004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-03-20,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-04-10,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-04-17,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-04-24,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691012,Store 1691012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-05-01,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142004,Store 2142004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-05-08,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-05-15,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-05-15,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142070,Store 2142070,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-06-21,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142070,Store 2142070,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-06-19,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691012,Store 1691012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-06-19,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142006,Store 2142006,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-07-12,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142004,Store 2142004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-07-12,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1934001,Store 1934001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-07-12,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142005,Store 2142005,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-07-26,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142006,Store 2142006,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-07-26,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-02,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2013001,Store 2013001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-02,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142004,Store 2142004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-07-31,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1934004,Store 1934004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-07-31,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691001,Store 1691001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-08-07,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142070,Store 2142070,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-16,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-08-14,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1934004,Store 1934004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-08-14,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142005,Store 2142005,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-08-30,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2013001,Store 2013001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1934001,Store 1934001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142070,Store 2142070,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142004,Store 2142004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-13,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691001,Store 1691001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-09-11,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142005,Store 2142005,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-20,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-20,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142070,Store 2142070,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-09-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1934004,Store 1934004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-09-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142004,Store 2142004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-09-25,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142070,Store 2142070,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-10-11,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691001,Store 1691001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-10-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142004,Store 2142004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-10-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142005,Store 2142005,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-10-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691012,Store 1691012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-15,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691001,Store 1691001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-22,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691012,Store 1691012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-11-29,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691001,Store 1691001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-11-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691011,Store 1691011,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-11-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142004,Store 2142004,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2013001,Store 2013001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691012,Store 1691012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2142005,Store 2142005,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-12-04,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691012,Store 1691012,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-20,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691001,Store 1691001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2023-12-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1691001,Store 1691001,Unknown,Unknown,AB,Unknown,5.98,3,1,Regular
2024-01-03,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1811001,Store 1811001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-01-03,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486007,Store 2486007,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2025-01-08,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486007,Store 2486007,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-01-17,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2972021,Store 2972021,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-01-17,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2872006,Store 2872006,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-01-24,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1811001,Store 1811001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-01-24,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2061001,Store 2061001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-02-07,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2872006,Store 2872006,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-02-07,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486001,Store 2486001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-02-28,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486001,Store 2486001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-03-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486001,Store 2486001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-03-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486007,Store 2486007,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-04-10,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486007,Store 2486007,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-04-10,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486004,Store 2486004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-04-17,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486007,Store 2486007,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-04-17,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486004,Store 2486004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-04-17,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2061001,Store 2061001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-04-17,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486001,Store 2486001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-04-24,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1811001,Store 1811001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-05-01,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486007,Store 2486007,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-05-01,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1811001,Store 1811001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-05-08,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2020004,Store 2020004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-05-08,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486001,Store 2486001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-06-19,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1811001,Store 1811001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-06-19,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486001,Store 2486001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-06-26,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486001,Store 2486001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-06-26,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2020004,Store 2020004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-07-12,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486007,Store 2486007,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-07-12,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2061007,Store 2061007,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-07-12,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2872006,Store 2872006,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-07-19,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1811001,Store 1811001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-07-19,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2872006,Store 2872006,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-07-26,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1811001,Store 1811001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-08-02,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,804006,Store 804006,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-08-02,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2020004,Store 2020004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-08-02,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486007,Store 2486007,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-08-07,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486001,Store 2486001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-08-14,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1811001,Store 1811001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-08-14,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2020004,Store 2020004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-08-30,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2020004,Store 2020004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-08-30,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2872006,Store 2872006,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-09-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,804001,Store 804001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-09-06,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2020004,Store 2020004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-09-11,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2972021,Store 2972021,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-09-20,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486004,Store 2486004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-09-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2972021,Store 2972021,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-09-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486004,Store 2486004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-09-18,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,804001,Store 804001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-09-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486001,Store 2486001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-09-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2486004,Store 2486004,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2023-09-27,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,2872006,Store 2872006,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
2024-09-25,GROCERY,00021411401000,Pepsi 591Ml 1 Ea,1811001,Store 1811001,Unknown,Unknown,SK,Unknown,5.98,3,1,Regular
